id,symbol,name,Proximal,Distal,foldChange,log2FoldChange,pval,FDR
ENSDARG00000052658,pptc7b,PTC7 protein phosphatase homolog b,430.465422,379.4543512,0.881498142,-0.181970566,0.135531461,0.25587693
ENSDARG00000052673,sept7b,hm:zeh0351,1119.940539,1294.999678,1.156310961,0.209529427,0.053626444,0.122529855
ENSDARG00000052674,csnk1a1,"casein kinase 1, alpha 1",6550.79025,7383.812655,1.127163632,0.172696968,0.099169209,0.200013457
ENSDARG00000052680,si:dkey-182g1.2,si:dkey-182g1.2,613.870228,477.7896583,0.778323916,-0.361557406,0.002836745,0.010315598
ENSDARG00000052688,paqr5b,progestin and adipoQ receptor family member Vb,451.0685833,977.7029704,2.167523608,1.116047707,1.64E-12,2.83E-11
ENSDARG00000052690,arrdc3a,arrestin domain containing 3a,1791.466967,1582.019311,0.883086017,-0.179374124,0.092955494,0.190120106
ENSDARG00000052693,si:dkey-172m14.1,,140.9202268,93.18419052,0.661257304,-0.596716342,0.000247772,0.00119737
ENSDARG00000052695,nr2f1a,"nuclear receptor subfamily 2, group F, member 1a",150.9986212,103.9507492,0.688423907,-0.538630895,0.000666192,0.002876671
ENSDARG00000052696,bdh2,"3-hydroxybutyrate dehydrogenase, type 2",88.65010183,131.3169285,1.481289299,0.56685343,0.000504461,0.002245419
ENSDARG00000052697,fam172a,"family with sequence similarity 172, member A",652.1060292,685.0351138,1.050496442,0.071071275,0.564279995,0.719146645
ENSDARG00000052700,si:dkey-162b23.4,si:dkey-162b23.4,36.59800044,24.85665065,0.679189332,-0.558114297,0.037350717,0.091152886
ENSDARG00000052701,smpd2b,"sphingomyelin phosphodiesterase 2b, neutral membrane (neutral sphingomyelinase)",282.1078443,178.7871572,0.633755945,-0.658000719,1.21E-06,9.37E-06
ENSDARG00000052702,capn1a,"calpain 1, (mu/I) large subunit a",34.03708274,30.86692935,0.906864514,-0.141041068,0.586253929,0.737312625
ENSDARG00000052703,cisd2,CDGSH iron sulfur domain 2,106.768947,122.3167326,1.145619494,0.196127947,0.233141738,0.385996691
ENSDARG00000052705,pkp1b,plakophilin 1b,5567.96841,5584.736332,1.003011497,0.004338143,0.953543823,0.994910879
ENSDARG00000052708,tnni1b,"troponin I type 1b (skeletal, slow)",6.938506934,6.197856509,0.893270454,-0.162831051,0.869510465,0.942716767
ENSDARG00000052712,suclg1,"succinate-CoA ligase, alpha subunit",805.5429346,795.1571724,0.987107144,-0.018721407,0.901251726,0.962047681
ENSDARG00000052713,lrrtm1,leucine rich repeat transmembrane neuronal 1,17.66705496,34.52447729,1.954118739,0.966518133,0.006072396,0.019926859
ENSDARG00000052721,prim2,"primase, DNA, polypeptide 2",92.30481443,104.6260541,1.133482812,0.180762514,0.301057818,0.466341728
ENSDARG00000052728,sltm,"SAFB-like, transcription modulator",1961.782449,1653.039647,0.842621365,-0.247043598,0.025110772,0.066018031
ENSDARG00000052734,hmgcra,3-hydroxy-3-methylglutaryl-CoA reductase a,3232.581601,1983.168398,0.613493805,-0.70487932,0.018785885,0.051804508
ENSDARG00000052739,egf,epidermal growth factor,3.717688104,1.176285881,0.316586347,-1.659329057,0.110253821,0.217295194
ENSDARG00000052741,card11,"caspase recruitment domain family, member 11",901.2856693,930.424205,1.032329931,0.045904127,0.66693628,0.800501395
ENSDARG00000052746,grinab,"glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1b (glutamate binding)",509.6414879,712.511537,1.398063454,0.483429842,3.28E-05,0.00019316
ENSDARG00000052747,gpatch3,G patch domain containing 3,392.1592152,405.355129,1.033649293,0.047746776,0.722831344,0.844843427
ENSDARG00000052748,capn1b,"calpain 1, (mu/I) large subunit b",62.4523038,49.16772523,0.787287817,-0.345036941,0.12768701,0.243940121
ENSDARG00000052758,pimr130,,3.332474675,0.886520702,0.266244921,-1.90917409,0.069136478,0.150154986
ENSDARG00000052764,chrnb3a,"cholinergic receptor, nicotinic, beta polypeptide 3a",41.64331246,20.40046216,0.489897922,-1.029446921,0.000221206,0.001079461
ENSDARG00000052765,gria2b,"glutamate receptor, ionotropic, AMPA 2b",3.730831299,0.633503007,0.170024569,-2.556184863,0.022179573,0.059597097
ENSDARG00000052766,si:ch211-239f4.1,,126.8978606,303.7913282,2.393972071,1.259406321,1.81E-19,5.58E-18
ENSDARG00000052769,glrbb,"glycine receptor, beta b",1.29286389,0.945887863,0.731829577,-0.450420372,0.961687796,0.998994282
ENSDARG00000052775,opn3,opsin 3,2.600064735,5.423683397,2.085562625,1.060436634,0.140856005,0.263180977
ENSDARG00000052779,zgc:153932,zgc:153932,7.223778764,1.329134871,0.18410735,-2.441380873,0.000961493,0.003998362
ENSDARG00000052783,cdc42ep3,CDC42 effector protein (Rho GTPase binding) 3,202.3895823,127.7685011,0.631301613,-0.663598658,9.51E-06,6.19E-05
ENSDARG00000052787,zdhhc12b,"zinc finger, DHHC-type containing 12b",43.1853095,45.10564718,1.044466353,0.062766017,0.852317299,0.931436032
ENSDARG00000052789,azin1a,antizyme inhibitor 1a,277.1027376,249.7634417,0.901339129,-0.149858072,0.243766329,0.399181861
ENSDARG00000052816,shmt1,serine hydroxymethyltransferase 1 (soluble),911.7717292,510.8964072,0.560334161,-0.835640645,1.12E-12,1.97E-11
ENSDARG00000052818,smcr8a,"Smith-Magenis syndrome chromosome region, candidate 8a",230.9314358,285.4701936,1.236167594,0.305874351,0.023225486,0.061938158
ENSDARG00000052826,runx3,runt-related transcription factor 3,2265.13617,2842.839568,1.255041242,0.327734774,0.046541031,0.109110117
ENSDARG00000052827,top3a,topoisomerase (DNA) III alpha,107.4389981,91.328699,0.850053059,-0.2343752,0.175488459,0.311122786
ENSDARG00000052833,zfand3,"zinc finger, AN1-type domain 3",518.5631906,532.9752288,1.027792197,0.039548604,0.747001241,0.858431554
ENSDARG00000052840,ndufs4,"NADH dehydrogenase (ubiquinone) Fe-S protein 4, (NADH-coenzyme Q reductase)",192.7709934,220.414333,1.143399148,0.19332912,0.150070248,0.275946267
ENSDARG00000052842,ppifb,peptidyl-prolyl cis-trans isomerase A-like,8.601141525,4.804916667,0.558688398,-0.839884234,0.134999897,0.25513062
ENSDARG00000052846,fsta,follistatin a,64.16257015,167.9992555,2.618312153,1.388637104,1.36E-17,3.69E-16
ENSDARG00000052851,golph3,golgi phosphoprotein 3,928.6077821,984.1447546,1.059806641,0.083801073,0.457166756,0.624936088
ENSDARG00000052855,ctso,cathepsin O,189.0123077,186.7153129,0.987847444,-0.017639835,0.871729907,0.944011046
ENSDARG00000052856,khdrbs1a,"KH domain containing, RNA binding, signal transduction associated 1a",7570.128309,6918.130866,0.913872351,-0.129935431,0.226975543,0.378518997
ENSDARG00000052859,chp1,calcineurin-like EF-hand protein 1,689.2171405,717.2278914,1.040641343,0.05747293,0.621089025,0.764769167
ENSDARG00000052866,htt,huntingtin,1965.229971,2130.387854,1.084039935,0.116417905,0.287361856,0.450674588
ENSDARG00000052876,,GTPase IMAP family member 7-like,2.05312494,1.466059243,0.714201563,-0.485596804,0.757059197,0.866246868
ENSDARG00000052881,dnajb5,"DnaJ (Hsp40) homolog, subfamily B, member 5",21.28090586,11.3216345,0.53203104,-0.910417677,0.008261368,0.026005252
ENSDARG00000052894,znf532,zinc finger protein 532,225.330001,129.2892389,0.573779188,-0.801432454,2.72E-08,2.74E-07
ENSDARG00000052895,htra3a,HtrA serine peptidase 3a,77.15146941,4.542750544,0.058893132,-4.085756797,2.91E-35,2.36E-33
ENSDARG00000052897,atxn2,ataxin 2,1424.136627,1096.090575,0.769652844,-0.377720238,0.000609167,0.002661407
ENSDARG00000052898,kcnk3b,"potassium channel, subfamily K, member 3b",1.305840887,0.852610759,0.65318645,-0.614433233,0.784491528,0.885428227
ENSDARG00000052903,rtkn2b,,59.87106338,79.62931245,1.330007819,0.411434728,0.030675559,0.077599955
ENSDARG00000052905,zgc:165423,zgc:165423,171.2305524,82.92573133,0.484295856,-1.046039435,0.003036456,0.010946583
ENSDARG00000052907,bcl7a,B-cell CLL/lymphoma 7A,115.4293331,144.3727689,1.25074376,0.322786255,0.033399182,0.083503306
ENSDARG00000052910,wnt8a,,10.58812389,9.128550856,0.862163003,-0.21396744,0.798100253,0.894147359
ENSDARG00000052912,si:dkey-57n24.6,,33.24804301,30.98882911,0.932051762,-0.101518018,0.737616741,0.851039216
ENSDARG00000052917,si:ch211-202f3.3,si:ch211-202f3.3,803.9781332,869.4815084,1.081473974,0.112998947,0.45485665,0.623059702
ENSDARG00000052919,adrb3b,adrenoceptor beta 3b,48.06188712,26.61819501,0.553840949,-0.85245637,0.001226606,0.004955152
ENSDARG00000052923,zgc:113162,zgc:113162,231.1453991,149.8901887,0.64846863,-0.62489131,0.000145437,0.000740442
ENSDARG00000052928,arf6b,ADP-ribosylation factor 6b,1452.388042,2290.688751,1.577187438,0.657354125,1.47E-09,1.79E-08
ENSDARG00000052942,aspg,asparaginase homolog (S. cerevisiae),88.87183928,69.6677661,0.783915161,-0.351230568,0.054767684,0.124525006
ENSDARG00000052950,arhgap23a,Rho GTPase activating protein 23a,3018.004073,3120.025336,1.033804205,0.047962976,0.634330402,0.774366805
ENSDARG00000052954,rab25b,"RAB25, member RAS oncogene family b",84.47879704,98.85122414,1.17012857,0.226667058,0.185440823,0.324078332
ENSDARG00000052957,plcd3a,"phospholipase C, delta 3a",200.5083524,217.3475594,1.083982152,0.116341003,0.479466216,0.647402487
ENSDARG00000052960,nppa,natriuretic peptide A,2.05749685,2.634480875,1.280293859,0.356474982,0.730813461,0.848570504
ENSDARG00000052966,nmt1a,N-myristoyltransferase 1a,928.4251246,611.7426944,0.658904008,-0.601859793,2.13E-07,1.89E-06
ENSDARG00000052971,ftr19,,58.07738671,37.48720639,0.645476028,-0.631564577,0.019554171,0.053645037
ENSDARG00000052975,ubqln4,ubiquilin 4,2358.405045,2033.537259,0.862251122,-0.213819993,0.052186395,0.119777425
ENSDARG00000052978,mbnl1,muscleblind-like splicing regulator 1,2434.354277,1868.25269,0.767453176,-0.381849363,0.000316981,0.001484617
ENSDARG00000052988,,chemokine XC receptor 1-like,31.61638443,30.13061093,0.953007704,-0.069440219,0.880756371,0.94939957
ENSDARG00000052994,slc25a28,"solute carrier family 25 (mitochondrial iron transporter), member 28",1209.164498,1080.216759,0.893358073,-0.162689547,0.155448597,0.283718238
ENSDARG00000052997,sema4e,semaphorin 4e,1609.844928,1133.204711,0.703921842,-0.506512843,1.62E-05,0.000101017
ENSDARG00000053003,slc35f1,"solute carrier family 35, member F1",11.40888274,8.692236604,0.761904114,-0.392318649,0.383076208,0.553662453
ENSDARG00000053005,cd22,cd22 molecule,37.96793187,22.16307179,0.583742305,-0.776596469,0.006926785,0.022366786
ENSDARG00000053010,lpcat2,lysophosphatidylcholine acyltransferase 2,419.6079976,329.7442587,0.785839342,-0.347693698,0.005406894,0.018028628
ENSDARG00000053019,rnft2,"ring finger protein, transmembrane 2",58.03899685,47.18310486,0.812958432,-0.298746508,0.154732396,0.282719728
ENSDARG00000053021,grsf1,G-rich RNA sequence binding factor 1,247.8242379,179.3185579,0.723572625,-0.466790268,0.000687968,0.002958694
ENSDARG00000053026,kif19,kinesin family member 19,8.929434614,2.36259742,0.264667681,-1.917746059,0.001952916,0.007448835
ENSDARG00000053027,si:dkey-33i11.1,,4.113163508,5.69171794,1.383687821,0.468518488,0.495143754,0.660487945
ENSDARG00000053047,eif2s2,"eukaryotic translation initiation factor 2, subunit 2 beta",1532.317679,1289.980681,0.841849479,-0.24836579,0.026954214,0.069945273
ENSDARG00000053058,rps11,ribosomal protein S11,4048.353663,2765.521785,0.683122655,-0.549783457,2.27E-07,2.00E-06
ENSDARG00000053066,tubb1,"tubulin, beta 1 class VI",2.626655162,10.06778002,3.831849843,1.938041028,0.005586156,0.018518188
ENSDARG00000053068,cyp8b1,"cytochrome P450, family 8, subfamily B, polypeptide 1",38.12153289,10.33968347,0.271248595,-1.882312432,4.62E-09,5.23E-08
ENSDARG00000053070,gosr2,golgi SNAP receptor complex member 2,492.0710327,567.9167058,1.154135305,0.206812369,0.078991562,0.167002575
ENSDARG00000053074,gipc3,"GIPC PDZ domain containing family, member 3",13.66772413,17.40299352,1.273271254,0.3485398,0.353436588,0.523202398
ENSDARG00000053082,thada,thyroid adenoma associated,978.5624166,717.0201,0.732728291,-0.448649775,8.32E-05,0.000449976
ENSDARG00000053087,mthfr,methylenetetrahydrofolate reductase (NAD(P)H),717.2531949,503.9286971,0.702581735,-0.509262023,1.36E-05,8.61E-05
ENSDARG00000053091,si:ch211-204c21.1,si:ch211-204c21.1,3126.122296,1645.371886,0.526330132,-0.925960105,0.010619969,0.032091326
ENSDARG00000053097,hsf2,heat shock transcription factor 2,348.1530273,518.6720986,1.489780551,0.575099833,2.90E-06,2.09E-05
ENSDARG00000053101,prpf38b,pre-mRNA processing factor 38B,1000.134956,1050.033858,1.049892118,0.070241091,0.538186718,0.698055971
ENSDARG00000053104,fam102ba,"family with sequence similarity 102, member B, a",1795.146106,3746.922603,2.087251563,1.06160449,1.83E-19,5.62E-18
ENSDARG00000053106,cep44,centrosomal protein 44,13.7851522,11.66391481,0.846132745,-0.241044077,0.586954927,0.737611726
ENSDARG00000053110,pkib,"protein kinase (cAMP-dependent, catalytic) inhibitor beta",7.282726951,15.34825881,2.107335834,1.075420246,0.008689033,0.027128885
ENSDARG00000053113,ly75,lymphocyte antigen 75,1806.931781,2655.441681,1.469585758,0.55540955,3.15E-07,2.70E-06
ENSDARG00000053114,si:ch211-272h9.3,si:ch211-272h9.3,1.86098646,5.188555609,2.787107061,1.478768422,0.068462899,0.149037828
ENSDARG00000053119,smpdl3a,"sphingomyelin phosphodiesterase, acid-like 3A",48.46805454,57.78696645,1.192265189,0.253705162,0.2277959,0.379562527
ENSDARG00000053122,clvs2,clavesin 2,2.808848777,0.656403254,0.233963927,-2.095641985,0.0867138,0.179867923
ENSDARG00000053124,,,14.20509002,12.03044928,0.846921937,-0.239699095,0.511984557,0.674927334
ENSDARG00000053127,helb,helicase (DNA) B,68.28646202,80.84018387,1.18383641,0.243469734,0.192018425,0.33256858
ENSDARG00000053129,carhsp1,calcium regulated heat stable protein 1,150.3203885,54.80130682,0.364567593,-1.455741771,4.47E-17,1.16E-15
ENSDARG00000053130,pcp4a,Purkinje cell protein 4a,5.566986601,62.23548161,11.17755592,3.482532859,1.82E-30,1.12E-28
ENSDARG00000053131,irak3,,118.1357695,207.4634799,1.756138082,0.812406286,0.001460914,0.005791196
ENSDARG00000053133,b3gnt7l,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7, like",734.1968968,1091.572107,1.486755971,0.57216787,9.95E-05,0.00052828
ENSDARG00000053136,b2m,beta-2-microglobulin,10071.55944,14454.83535,1.435213186,0.52126505,8.84E-07,7.02E-06
ENSDARG00000053138,lrrc47,leucine rich repeat containing 47,454.736141,343.3912635,0.755144528,-0.405175306,0.001256798,0.005060055
ENSDARG00000053152,pcmtd1,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1,114.2019785,232.2460577,2.03363398,1.024060042,3.21E-12,5.37E-11
ENSDARG00000053155,alg3,"asparagine-linked glycosylation 3 (alpha-1,3-mannosyltransferase)",150.9258571,120.9755689,0.801557597,-0.319121903,0.039392612,0.095240479
ENSDARG00000053158,prss56,,6.145643725,0.830983302,0.135355706,-2.885172386,0.001142813,0.004653166
ENSDARG00000053159,zgc:110626,zgc:110626,87.94003695,155.2518721,1.765420075,0.820011509,2.54E-07,2.22E-06
ENSDARG00000053165,zgc:113377,zgc:113377,56.18626691,64.17958889,1.14226216,0.191893802,0.329006257,0.496457926
ENSDARG00000053166,chic1,cysteine-rich hydrophobic domain 1,230.0622806,252.4717114,1.097405509,0.134096723,0.315872466,0.482676111
ENSDARG00000053179,,CTTNBP2 N-terminal-like protein,94.36040147,204.8687388,2.171118016,1.118438149,1.32E-13,2.53E-12
ENSDARG00000053186,vstm4b,,74.71062542,144.3474654,1.932075023,0.950151115,1.02E-08,1.09E-07
ENSDARG00000053190,galnt16,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 16,55.55231783,35.24433148,0.634441521,-0.656440903,0.00783998,0.024859353
ENSDARG00000053194,pdzd11,PDZ domain containing 11,91.93837866,98.99778799,1.076783305,0.106727947,0.513226054,0.67621137
ENSDARG00000053196,mtor,mechanistic target of rapamycin (serine/threonine kinase),2189.360504,1977.456035,0.90321175,-0.146863841,0.173205799,0.308009158
ENSDARG00000053200,dis3l,DIS3 like exosome 3'-5' exoribonuclease,185.8752598,220.3208221,1.185314479,0.245269875,0.079616428,0.168126219
ENSDARG00000053204,snx22,sorting nexin 22,440.7990476,446.2863917,1.012448601,0.017848669,0.895412066,0.957867446
ENSDARG00000053205,ppfia4,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4",36.42090155,26.35352129,0.723589933,-0.466755759,0.072110159,0.15521624
ENSDARG00000053209,smad6a,SMAD family member 6a,121.1930847,351.03566,2.896483444,1.534302419,6.75E-08,6.41E-07
ENSDARG00000053215,me1,"malic enzyme 1, NADP(+)-dependent, cytosolic",19.50123702,18.04053144,0.925100614,-0.112317813,0.704523297,0.83098269
ENSDARG00000053217,cox7a2a,"cytochrome c oxidase, subunit VIIa 2a",277.8677716,326.1620569,1.173802493,0.231189678,0.071131978,0.153534338
ENSDARG00000053222,asb5b,ankyrin repeat and SOCS box containing 5b,1.509770606,3.795327013,2.51284146,1.329319651,0.146165304,0.270672004
ENSDARG00000053232,itgb1b.1,"integrin, beta 1b.1",1272.04712,1542.64247,1.212724145,0.278251422,0.012862906,0.03773893
ENSDARG00000053240,kif6,kinesin family member 6,2.990132487,1.734112937,0.580085618,-0.785662244,0.427899969,0.598384972
ENSDARG00000053241,sts,"steroid sulfatase (microsomal), isozyme S",770.5795179,956.731467,1.241573651,0.312169846,0.021806796,0.058793425
ENSDARG00000053246,si:ch211-11i22.4,si:ch211-11i22.4,9.915504396,6.314623178,0.636879986,-0.65090656,0.385659919,0.556216477
ENSDARG00000053254,mylpfa,"myosin light chain, phosphorylatable, fast skeletal muscle a",2.233673839,2.21446681,0.991404997,-0.012453564,1,1
ENSDARG00000053257,zgc:153733,zgc:153733,121.7717148,131.261689,1.077931861,0.108265984,0.539844432,0.699326584
ENSDARG00000053260,zgc:113090,zgc:113090,45.09350306,55.71448826,1.23552727,0.305126854,0.14819343,0.273332731
ENSDARG00000053262,atp1b4,"ATPase, Na+/K+ transporting, beta 4 polypeptide",10.34458697,4.153531937,0.401575275,-1.316257648,0.029879166,0.075861576
ENSDARG00000053263,zgc:113372,zgc:113372,48.14257795,44.4302476,0.922890435,-0.115768713,0.654937549,0.790818734
ENSDARG00000053269,slc2a15b,"solute carrier family 2 (facilitated glucose transporter), member 15b",110.0117681,378.825122,3.44347414,1.783864842,1.25E-15,2.87E-14
ENSDARG00000053272,si:dkey-166d12.2,si:dkey-166d12.2,434.9467646,508.8248622,1.169855104,0.226329851,0.215352319,0.363932824
ENSDARG00000053279,apln,apelin,16.78963293,132.1709367,7.871766195,2.976687371,7.97E-45,9.77E-43
ENSDARG00000053291,pnrc2,proline-rich nuclear receptor coactivator 2,8905.344937,8682.062758,0.974927175,-0.036633638,0.694658152,0.823168015
ENSDARG00000053293,ftr14,"finTRIM family, member 14",113.8162772,90.63316348,0.796312877,-0.328592707,0.048440374,0.112782212
ENSDARG00000053301,insm1b,insulinoma-associated 1b,10.64496202,4.76026579,0.447236781,-1.160889253,0.020108186,0.054971614
ENSDARG00000053311,tespa1,"thymocyte expressed, positive selection associated 1",50.87744757,26.2382831,0.515724916,-0.955326347,0.011834381,0.035179963
ENSDARG00000053315,tmprss3a,,6.727916881,10.04397158,1.492806607,0.578027277,0.26116858,0.419893484
ENSDARG00000053318,lrrc6,leucine rich repeat containing 6,4.503101422,1.317825033,0.292805359,-1.771986138,0.042897701,0.102102897
ENSDARG00000053323,zgc:112285,zgc:112285,49.62967566,36.72918062,0.740070131,-0.434266105,0.056687934,0.128037485
ENSDARG00000053326,gna11b,"guanine nucleotide binding protein (G protein), alpha 11b (Gq class)",1074.439056,845.3952007,0.78682491,-0.345885462,0.002507841,0.009272278
ENSDARG00000053344,adgrd1,,504.6195619,357.7982792,0.709046175,-0.496048512,0.000250116,0.001207199
ENSDARG00000053345,si:dkey-56i24.1,uncharacterized LOC100334791,1.112516647,4.183696146,3.758090333,1.909999745,0.041196238,0.098778894
ENSDARG00000053358,basp1,"brain abundant, membrane attached signal protein 1",6.354095371,6.117038862,0.962698198,-0.054844505,0.90862617,0.966709317
ENSDARG00000053362,cilp,"cartilage intermediate layer protein, nucleotide pyrophosphohydrolase",137.6027237,4436.906099,32.24409181,5.01096293,3.13E-271,2.44E-267
ENSDARG00000053364,pax10,paired box 10,8.752202597,4.474650088,0.51131572,-0.967713714,0.075643789,0.16156654
ENSDARG00000053365,rpl31,ribosomal protein L31,8169.326675,5578.735396,0.682888068,-0.550278968,1.63E-07,1.46E-06
ENSDARG00000053366,ftr12,,34.87398501,17.21874389,0.493756309,-1.018128911,0.005791107,0.019116371
ENSDARG00000053370,eif3jb,"eukaryotic translation initiation factor 3, subunit Jb",417.3606624,489.6028241,1.173092472,0.230316741,0.054354163,0.123817873
ENSDARG00000053380,fam189a1,"family with sequence similarity 189, member A1",16.42205626,20.3100312,1.236738818,0.306540856,0.352261836,0.522057752
ENSDARG00000053381,si:ch73-96j23.1,si:ch73-96j23.1,1568.129417,2780.701291,1.773259584,0.826403745,3.85E-14,7.68E-13
ENSDARG00000053383,rprma,"reprimo, TP53 dependent G2 arrest mediator candidate a",2.774735748,1.719937802,0.619993385,-0.689675273,0.564112457,0.718972279
ENSDARG00000053386,wdr27,WD repeat domain 27,3.18977339,2.353440809,0.737890323,-0.438521698,0.663744824,0.798267414
ENSDARG00000053387,si:ch211-276k2.2,,16.45556433,2.673428914,0.162514414,-2.62136041,3.54E-07,3.01E-06
ENSDARG00000053389,jade2,jade family PHD finger 2,798.7223821,736.2027986,0.921725612,-0.117590755,0.327233461,0.494553007
ENSDARG00000053395,cdkn2aipnl,CDKN2A interacting protein N-terminal like,138.0094695,123.524019,0.89504093,-0.159974437,0.328713415,0.496233738
ENSDARG00000053404,zgc:56064,zgc:56064,1306.618698,1248.09337,0.955208599,-0.066112271,0.56679405,0.721413069
ENSDARG00000053405,sord,sorbitol dehydrogenase,18.13345037,38.16869863,2.104816956,1.073694776,0.000103857,0.000549054
ENSDARG00000053424,myl2b,"myosin, light chain 2b, regulatory, cardiac, slow",1.676820635,1.255715748,0.749016743,-0.416930126,0.847707962,0.929004356
ENSDARG00000053425,serinc2l,"serine incorporator 2, like",295.4141391,394.4134758,1.335119375,0.416968741,0.001042373,0.004291995
ENSDARG00000053431,si:ch211-257p13.3,kinesin-like protein KIFC3,16.61951042,11.88436757,0.715102441,-0.483778167,0.21423879,0.362417393
ENSDARG00000053446,sub1a,SUB1 homolog a (S. cerevisiae),487.5987346,480.248147,0.984924956,-0.021914289,0.876719726,0.947031791
ENSDARG00000053447,ppp4r2b,"protein phosphatase 4, regulatory subunit 2b",472.4004195,519.7485897,1.100228679,0.137803414,0.24185685,0.397055116
ENSDARG00000053448,si:ch211-251f6.6,si:ch211-251f6.6,23.94233917,64.17666074,2.680397262,1.422446839,0.005737149,0.018962326
ENSDARG00000053452,pop5,"POP5 homolog, ribonuclease P/MRP subunit",35.41087294,33.00868826,0.932164427,-0.101343636,0.72436934,0.845643214
ENSDARG00000053454,,contactin-3-like,43.69362203,44.25154169,1.012768612,0.018304598,0.898665379,0.959855994
ENSDARG00000053455,ccdc103,coiled-coil domain containing 103,5.221193685,5.288124448,1.012816599,0.018372955,1,1
ENSDARG00000053456,zgc:172295,zgc:172295,380.6854703,256.9674684,0.675013399,-0.567011954,2.53E-05,0.000152142
ENSDARG00000053457,rpl23,ribosomal protein L23,9177.827275,6506.593472,0.708947071,-0.496250173,2.18E-06,1.61E-05
ENSDARG00000053459,rybpb,RING1 and YY1 binding protein b,174.0810668,178.4202099,1.024925848,0.035519536,0.798281127,0.894179544
ENSDARG00000053460,si:dkey-283b1.7,si:dkey-283b1.7,1.492504793,1.727521479,1.157359178,0.210836664,1,1
ENSDARG00000053463,poglut1,,73.97708431,67.46567474,0.911981911,-0.132922885,0.46726704,0.634775818
ENSDARG00000053466,timmdc1,translocase of inner mitochondrial membrane domain containing 1,167.1921244,202.3405224,1.210226336,0.275276885,0.053514754,0.122322425
ENSDARG00000053467,gtpbp1,GTP binding protein 1,504.6539989,583.7426168,1.15671819,0.210037425,0.250794713,0.407372795
ENSDARG00000053468,adam10a,ADAM metallopeptidase domain 10a,3052.391745,3069.426323,1.005580729,0.008028908,0.943279038,0.988869098
ENSDARG00000053474,tdrkh,tudor and KH domain containing,159.1280177,204.3651799,1.28427978,0.360959528,0.012780868,0.037526464
ENSDARG00000053476,lipca,"lipase, hepatic a",2.064963815,2.657100552,1.286615251,0.363580695,0.730859805,0.848570504
ENSDARG00000053479,gdf6a,growth differentiation factor 6a,72.6220337,287.2403731,3.95523787,1.983764462,2.11E-39,2.04E-37
ENSDARG00000053480,aqp9b,aquaporin 9b,2.076703415,0.813382149,0.391962656,-1.351211885,0.357251352,0.52686284
ENSDARG00000053481,entpd5a,ectonucleoside triphosphate diphosphohydrolase 5a,155.731618,493.4083812,3.168311093,1.663713999,5.63E-36,4.71E-34
ENSDARG00000053483,zgc:113054,zgc:113054,154.6724522,172.3887074,1.114539728,0.156448043,0.28388083,0.446741995
ENSDARG00000053484,syne2b,,1640.072323,1041.129258,0.634807141,-0.655609737,0.000303178,0.001428546
ENSDARG00000053485,aldh6a1,"aldehyde dehydrogenase 6 family, member A1",1920.692663,1220.094473,0.635236892,-0.654633394,1.81E-09,2.19E-08
ENSDARG00000053487,osbp2,oxysterol binding protein 2,9.664829049,3.618613311,0.374475205,-1.417057899,0.010373495,0.031521848
ENSDARG00000053488,si:ch73-22a13.3,si:ch73-22a13.3,21.48514869,40.19050999,1.870577672,0.903483872,0.000705594,0.003026708
ENSDARG00000053493,aldh1a2,"aldehyde dehydrogenase 1 family, member A2",248.4497737,32.07221843,0.12909285,-2.953518999,6.07E-19,1.79E-17
ENSDARG00000053496,gemin8,gem (nuclear organelle) associated protein 8,227.0589214,178.7897401,0.787416551,-0.344801058,0.01902047,0.052358867
ENSDARG00000053498,ednrbb,,3.556852356,153.8235164,43.23521636,5.434135004,6.05E-67,1.49E-64
ENSDARG00000053499,isl2b,ISL LIM homeobox 2b,2.435457149,1.312806509,0.539228244,-0.891032031,0.435547721,0.604779523
ENSDARG00000053500,cbsa,cystathionine-beta-synthase a,208.5766842,21.49340522,0.103052277,-3.278551717,5.30E-60,1.13E-57
ENSDARG00000053505,fbxo22,F-box protein 22,232.0459407,211.6653179,0.912170258,-0.132624964,0.361573637,0.531140521
ENSDARG00000053509,kazald3,Kazal-type serine peptidase inhibitor domain 3,20.00539489,68.03144105,3.400534751,1.765761635,5.52E-14,1.09E-12
ENSDARG00000053512,crybb2,"crystallin, beta B2",1.665401251,2.724228361,1.635397453,0.709641298,0.524859106,0.686770941
ENSDARG00000053517,si:dkey-1f12.3,si:dkey-1f12.3,106.7819879,14.3435845,0.134333987,-2.896103738,5.93E-24,2.49E-22
ENSDARG00000053518,adhfe1,"alcohol dehydrogenase, iron containing, 1",35.18077318,67.36429686,1.914778329,0.937177383,1.15E-05,7.41E-05
ENSDARG00000053520,,"chromosome 12 open reading frame, human C7orf62",5.031667845,5.764679522,1.145650716,0.196167265,0.759255776,0.867996394
ENSDARG00000053527,snx24,sorting nexin 24,105.5552,82.78309245,0.784265562,-0.350585844,0.038343413,0.093186837
